jobTitle,companyName,location,datePosted,appStatus,description,seniorityLevel,employmentType,jobFunction,industries,Source,Date,Company,Link
Student Recruitment Agent,,"Singapore, Singapore",3 weeks ago,Be among the first 25 applicants,"Attend to prospective students Follow up on student enquiries and applications Ensure that all queries and applications are attended to, leading to applications Coordinate and liaise with overseas partner institutions Provide after-sales services Freelance position, work on your own schedule Need to find your own pool of prospective students",Internship,Internship,Human Resources,"Staffing and Recruiting, Human Resources, and Government Administration",2021_10_09_16_33_Sales_dataFile,,,
Director Of Business Development,Cornerstone International Group,United States,3 weeks ago,Be among the first 25 applicants,"Am hiring Director/Client Partner- Business Development in North America Market The ideal candidate must create new business opportunities across several industries and services . Responsible for generating demand, while leveraging portfolio of solutions and services for new customers or new areas of business. Need to be a hunter and farmer proactively engaging with potential customers, prospecting for opportunities and generating leads for new business. Minimum 10 years of proven experience and success track record of selling technology solutions and services.  Job location: Anywhere in the US Work status: US Citizen/Green card holder  #BD #ITSolutionsales #Hunter #",,Full-time,,,2021_10_09_17_03_Sales_dataFile,,,
Business Development Intern,,"Singapore, Singapore",4 weeks ago,Be among the first 25 applicants,"The Role  Job Responsibilities Assist the team in analyzing and developing sales strategies and products that cater to clients needs Conduct research on market competitiveness Automate processes and enhancing efficiency using Excel models Create documentation and presentations to present results, using MS Word, Excel and PowerPoint Support other departments in business planning To take on end-to-end responsibility of own projects and driving initiatives Ideal Profile  Job Requirements Degree/Diploma in Business Management, Marketing or equivalent Knowledgeable/Interested in the following fields : Animation Design Illustration Web Development Social Media Marketing Self-motivated, ability to work independently as well as cohesively in a team environment Willing to learn and be analytical in gathering data Ability to think outside the box Having an understanding of each field mentioned above is a bonus Potential for conversion to contract based on performance and team fit What's on Offer? Work alongside & learn from best in class talent Join a market leader within Media & Entertainment Fantastic work culture About Us  Big 3 Media is a creative video production house based in Singapore that specialises in creative storytelling. Since 2008, we have ventured beyond the beaten paths to craft uniquely artful stories. We put ourselves in the shoes of our clients, target audience, and the characters of our story, to see the world through a myriad of perspectives.  Big 3 Media has grown exponentially over the years. Not only do we have a sizeable team of committed and talented individuals and an ever-expanding clientele, but we have also extended our area of expertise, in the forms of new products and services, with the acquisition of new technology and partnership with our sister organisations.  Holding true to our Big 3 core values of being Creative, Empathetic and Better, we never stop seeking improvement, experience, and knowledge in the creative process, constantly pushing ourselves to so that you will see the bigger picture.  Ref: 8Y3QP6M2HI  Apply to this role by submitting your CV and completing your profile at https://big3media.snaphunt.com/job/8Y3QP6M2HI",Internship,Internship,Business Development and Sales,"Computer Software, Internet, and Financial Services",2021_10_09_16_33_Sales_dataFile,,,
Regional Director Of Sales And Marketing,Supreme Staffing,Atlanta Metropolitan Area,3 weeks ago,Be among the first 25 applicants,,,Full-time,,,2021_10_09_17_03_Sales_dataFile,,,
Regional Sales Director,Loman Garrett,"Greensboro, NC",2 months ago,Be among the first 25 applicants,"Loman Garrett is fast growing family owned business looking for a team-oriented person to join our sales team. We have a unique approach to serving our clients in the education, data-shelter, telecom, and special use industries. As a leading distributor, with long-term industry partnerships, we focus on quality and service, and identify people with our same values.   Sales Representative Job Responsibilities:  Serves customers by selling products and meeting customer needs. Services existing accounts, obtains orders, and establishes new accounts by planning and organizing daily work schedule to call on existing or potential sales outlets and other trade factors. Adapts sales presentations for architects, engineers, school systems, healthcare systems, and specialty use manufacturers.  Focuses sales efforts by studying existing and potential volume of partnerships. Submits orders by referring to price lists and product literature. Keeps management informed by submitting activity and results reports, such as weekly work plans, and monthly and annual territory analyses. Monitors competition by gathering current marketplace information on pricing, products, new products, delivery schedules, and merchandising techniques. Recommends changes in products, service, and policy by evaluating results and competitive developments. Resolves customer complaints by investigating problems, developing solutions, preparing reports, and making recommendations to management. Maintains professional and technical knowledge by attending educational workshops, reviewing professional publications, establishing personal networks, and participating in professional societies. Provides historical records by maintaining records on area and customer sales. Contributes to team effort by accomplishing related results as needed.",,Full-time,,,2021_10_09_17_03_Sales_dataFile,,,
Marketing Intern,Trustana,"Singapore, Singapore",1 month ago,Be among the first 25 applicants,"Join Trustana and be a part of our mission to democratize access to import & export markets for all. We are working towards facilitating international participation from companies of all sizes, and supporting the evolution and modernization of SMEs globally.  Trustana is a curated B2B trade platform of verifiable, international traders. Designed to empower buyers and suppliers to grow their businesses with confidence, Trustana connects trusted trade partners and supports them through their end-to-end trade journey.  Trustana's goal is to enable buyers to bring the highest quality products to their customers by connecting them with pre-screened, curated international suppliers. It also helps suppliers to expand their customer base by supporting the internationalization of their products and connecting them with reputable buyers. The platform leverages decentralised technology to enable users to have control and ownership over their data.  Founded by Temasek, a global investment company headquartered in Singapore, Trustana is based in Singapore with a hub in China.  This position will be working closely with the go-to-market team to strategise and execute partnerships in Singapore and China.  If you are passionate about learning more about growth marketing / interested in zero to one startup challenges we would love to speak with you!  Responsibilities: Using online networking and messaging tools such as Wechat and LinkedIn to connect with potential customers Work closely with the GTM team to bring onboard customers to sign-up on to the digital platform Manage and respond to customer queries promptly Assist in drafting client marketing messages  Requirements: Preferably previous internship experience in sales and marketing function Familiar with various online messaging tools Good writing and communication skills",Internship,Internship,Marketing and Sales,"Computer Software, Internet, and Financial Services",2021_10_09_16_33_Sales_dataFile,,,
Mini Mart Management Trainee,,"Singapore, Singapore",2 days ago,Be among the first 25 applicants,"Job Duties Shape the future of the company Learn budgeting, cost management, and inventory planning Plan and execute sales building activities Take charge of Quality, Service, and Cleanliness assurance within the company operations Supervise store operations, cash control, and shift management Manage a high-performance team and develop their talents Drive recruitment, training, and marketing campaigns Requirement  Night shift required  Passionate at Management learning  Bilingual",Internship,Full-time,Education and Training,"Restaurants, Food & Beverages, and Food Production",2021_10_09_16_33_Sales_dataFile,,,
Management Trainee #SGunitedTraineeships #SGUP,,"Singapore, Singapore",3 weeks ago,Be among the first 25 applicants,"Role Description  This position reports to the Retail Manager of the company and interfaces with shop team members as well as different department staff in the Head Office. Upon successful completion and good performance, the incumbent will have the opportunity to fully manage a retail store as an Assistant Shop Manager.  Individual Is Responsible For  Responsibilities: Achieve monthly sales target Supervise store operations, cash control, and shift management Manage a high-performance team and develop their talents House keep and stock management of store Technical Skills And Competencies Mange to operate POS System and prepare sales report by using Microsoft word and Excel. Strategic planning process, including developing goals, objectives and processes. Gain more experience in communication, interpersonal and customer service skills. Duration of Traineeship : 6 Months  Approved Monthly Training Allowance  Fresh Graduates - S$1,800  Mid-career Individual (below 40s old) - S$2,500  Mid-career Individual (above 40 years old) - S$3,200  This position is open for both recent graduates and mid career individuals (mature and non mature). Graduates interested in this position should possess a ITE Diploma Qualification. Mid career individuals from any qualification level can apply.",Internship,Full-time,Education and Training,"Apparel & Fashion, Retail, and Luxury Goods & Jewelry",2021_10_09_16_33_Sales_dataFile,,,
Operations Executive (Intern or,Zenith Interiors Pty Ltd,"Singapore, Singapore",4 weeks ago,Be among the first 25 applicants,"This is a 3~6 month role, employee is away for maternity leave from Mid Oct 2021 to Feb~Apr 2022. Responsible for coordinating with the Sales Team and Project team that orders are error-free in terms of specification and lead time commitment to client Responsible for making sure that all documents are complete, signed quotation, PO from the sales team before processing the purchase order to respective factory or supplier. Coordinate and Liaise with Zenith Factory both in Shanghai and Australia as well as all the partner suppliers and 3rd party warehouse regarding import/export, or/and order confirmation, sample requests, replacement etc.. Work closely with the Operations Manager & Project Manager in Singapore to coordinate the delivery schedules Work closely with the Project Manager in order entry (order fulfillment) if and when the Project Manager is not in the office. Account Payable Other ad-hoc duties",Internship,Internship,Management and Manufacturing,"Architecture & Planning, Design, and Furniture",2021_10_09_16_33_Sales_dataFile,,,
Head of Sales,Smarking Inc.,United States,4 months ago,25 applicants,"Smarking is a leading provider of enterprise software and data technology solutions for the massively overlooked $655B global parking industry.  This is an excellent position for a highly capable and successful enterprise sales professional who's ready to take on bigger responsibilities and a leap of faith, to not only continue closing six/seven figure deals, but also lead and build an army of amazing closers to go after a massive and overlooked market, armed with the best tech solution in the industry.  The Head of Sales will report to the CEO directly, and join the management team to provide business leadership company wide.   KEY RESPONSIBILITIES (in the order of priorities) Hands on work developing and closing enterprise deals (six/seven/eight figure ACV) Recruiting and onboarding successful sales AEs with great fit Provide managerial, operational, and leadership support to enable a sales team of 3-10 Work with the CEO to refine/improve GTM playbook and strategy Empower other parts of the company with market/clientele/industry insights  QUALIFICATIONS (EXPERIENCE) Successful track records closing enterprise deals (five to eight figure) for software solutions hands on Great and consistent quota achievements Successful experience working with a team of people (cross functionally and leading Jr. sales AEs/SDRs) to win complex deals Successful experience selling reasonably complex software solutions Experience in recruiting solid sales AEs (participation at least if not leading) Experience in mentoring, coaching if not leading and managing other sales AEs/SDRs Experience in very early stage tech start ups is a plus Experience in selling to commercial real estate (asset management, property management), municipality, hospitals, airports, universities, parking operators is a plus  QUALIFICATIONS (CHARACTER) Hungry for responsibility, impact, and growth Humble to learn, curious to learn, open-minded to learn Team first Strong sense of ownership Treat others with respect, empathy, and constructive candor  COMPENSATION Competitive OTE and base. 100% coverage of medical, dental, and vision insurances. 401K plan with 3% company hard match. $100 monthly data plan. Unlimited paid time off. Expenses for setting up home-office.",,Full-time,,,2021_10_09_17_03_Sales_dataFile,,,
Director Of Business Development,Scienaptic AI,United States,4 weeks ago,Be among the first 25 applicants,"Job Responsibilities Own and deliver the current revenue target in line with planning process. Manage entire customer deal life cycle from prospecting to deal closure stage. Support Client Engagement leaders to identify and execute new sales opportunities within existing accounts. Support pre-sales and marketing team to develop marketing and sales collaterals. Share insights from client interactions with product teams to enhance product capabilities.  Skills & competencies Prior experience of sales in banking and/or lending Degree in business, marketing, or related field will be preferred. Proven ability to flourish with minimal guidance, be proactive, and handle uncertainty.",,Full-time,,,2021_10_09_17_03_Sales_dataFile,,,
"SGUnited Trainee, Trade Portfolio Management, AC Sales",Jobs via eFinancialCareers,"Singapore, Singapore",1 week ago,Be among the first 25 applicants,"SGUnited Traineeship Programme  Traineeship Description  Focus of the role is to support Sales Manager in the sales process for cash and trade products, service a portfolio of clients and manage trade utilization of assigned portfolio of clients  Responsibilities Work with internal stakeholders to understand client needs and requirements in order to provide relevant support. Effectively use data for MIS reporting purposes. Identify opportunity for digitalization and automation for efficiency and risk mitigation. Requirements Strong communication skills, both written and verbal. Excellent team player and good interpersonal skills. Good organization skill and task orientated. Ability to organize, prioritize and multi-task with proficient in Microsoft Office. Attention to details. Degree in banking related field",Internship,Full-time,Finance and Sales,"Information Technology and Services, Staffing and Recruiting, and Financial Services",2021_10_09_16_33_Sales_dataFile,,,
Marketing Intern,,"Singapore, Singapore",3 weeks ago,Be among the first 25 applicants,"Description  We are looking for a high-performing and motivated Marketing Intern to help us meet our customer acquisition and revenue growth targets by keeping our company competitive and innovative in the luxury skin care market. You will be responsible for maximizing our sales team potential, crafting sales plans, and justifying those to plans to the upper management.  Responsibilities Conceive and develop efficient and intuitive marketing strategies Organize and oversee advertising/communication campaigns (social media, marketing platforms etc.) and promotional events Conduct market research and analysis to evaluate trends, brand awareness and competition ventures Writing and designing marketing materials for diverse marketing distributions (brochures, campaigns, website etc.) Maintain relationships with sales department to ensure collaboration in promotional activities Monitor progress of campaigns using various metrics and submit reports of performance Requirements Proficient in MS Office and marketing software (e.g. Photoshop) Familiarity with social media and web analytics (e.g. Wix, Facebook, Amazon) Excellent communication and people skills Strong organizational and time-management abilities Creativity and commercial awareness",Internship,Internship,Marketing and Sales,"Cosmetics, Consumer Goods, and Retail",2021_10_09_16_33_Sales_dataFile,,,
Management Trainee / Assistant Manager,Zensho Food Singapore Pte Ltd,"Singapore, Singapore",2 days ago,Be among the first 25 applicants,"Job Description Perform daily operation tasks (including Kitchen Operations) Manage a team of Full time and Part time crew members in your assigned restaurant (including recruitment) Assist in Training and Development for new hires in terms of kitchen, counter and dining operations for business growth In-charge of stock check & ordering, confirm the condition of all delivery items are within specifications, and ensure proper storage of all stocks Responsible for the sales and cash float used during the shift, comply with all the Finance and Operations Department cash-handling policies Provide service excellence to our customers and able to handle complaints, performing service recovery and giving recognition to staff based on customer compliments Oversee that all equipment of the entire restaurant are fully-functioning, taking initiative for simple repair works where necessary Undertake any operation related duties as assigned by the Restaurant General Manager or Area Managers Job Requirement 1 year full time experience in F&B industry, At least 2 years of supervisory work experience in any QSR (Quick Service Restaurants) Proficient in spoken and/or written English Interested applicants please WHATSAPP to: 96494725 or 96738751 with your : Full name Availability Current and Expected Salary You may also send an email to hiring@zensho.sg with your full resume.",Internship,Full-time,Other,"Restaurants, Food & Beverages, and Hospitality",2021_10_09_16_33_Sales_dataFile,,,
Management Trainee (5 days $2500 - $3000),,"Singapore, Singapore",1 week ago,Be among the first 25 applicants,"Roles & Responsibilities Serving food and beverage with efficient service to customers. Suggest and recommend menu choice to customers. Greet each guest promptly and courteously with a good smile and body language. Assist to clear & set the tables immediately and reset the table. Any other duties as assigned by your superior. Requirements Can-do attitude, driven, passionate about work and a team player. Able to stand long hours and carry heavy plates/utensils. Able to multi-tasks and work under pressure; May require working long hours. Willingness to work in a fast pace environment, weekends, eves and public holidays. Without experience are also welcome. Must have completed 2 doses of the Vaccination. LOCALS preferred, WP quota limited, NO SPASS/EPASS quota.* Job Types: Full-time  Salary Full-time: $2500 - $3000 (5 days work including weekends)  Full Time Benefits Uniform & Meals provided Leave entitlements Birthday Voucher Staff discounts Incentives - Medical, Monthly Sales Target Yearly Variable Bonuses How To Apply  Interested candidates, please submit your updated resume in MSWORD format by using Apply Now button or WhatsApp message to 8780 0502. (Strictly NO calls.) We regret to inform that only shortlisted candidates will be informed. **",Internship,Full-time,Education and Training,"Restaurants, Food & Beverages, and Hospitality",2021_10_09_16_33_Sales_dataFile,,,
Asst Manager/Management Trainee/Senior Supervisor/Supervisor,,"Singapore, Singapore",3 weeks ago,Be among the first 25 applicants,"Jobs description Responsible for the day to day operations in the restaurant. Supervise and train junior staff to provide friendly, professional and attentive service. Review and recommend processes to improve overall restaurant's performance. Maintain an effective daily roster to ensure minimum labour cost. Ensure consistency in the food standards through random food audit and observation. Formulating and developing marketing initiatives to increase sales growth. Contribute to and take part in management meeting. Jobs requirement Passion for great food and great service. Ability to lead, train and motivate staff. Self driven to explore and push boundaries. Team player with positive mindset.",Internship,Full-time,Other,"Restaurants, Food & Beverages, and Hospitality",2021_10_09_16_33_Sales_dataFile,,,
Director Of Sales And Marketing,Yours Truly Hotel,"Washington, DC",1 week ago,Be among the first 25 applicants,"The ideal candidate will be responsible for providing leadership and direction to the sales and marketing organizations within the company. By understanding the industry and economic trends, you will be able to accurately forecast for the teams and lead the teams' strategies for success.   Responsibilities Develop sales strategies to achieve business and sales goals Provide coaching to sales managers on the company's sales strategies Monitor industry trends and market competitors to support sales goals Assist marketing team in developing and implementing strategic marketing campaigns Provide forecasts to leadership for sales and marketing organizations  Qualifications Bachelor's degree or equivalent experience in the relevant area 7+ years managing teams Excellent verbal and written communication skills Proficiency with Microsoft Office Suite",,Full-time,,,2021_10_09_17_03_Sales_dataFile,,,
Investment Solutions Intern (6 months - 1 year),,"Singapore, Singapore",2 days ago,Be among the first 25 applicants,"Your Tasks & Responsibilities Key point of control and support to Sales& Trading (based on the trading floor) Set-up and maintenance of structured products (across all asset classes) in the booking systems and risk reports. Pricing client requests for various derivative products and coordination of trades with Sales & Trading Setting up and booking associated hedging products Performing P&L sensitivity checks on new bookings/trades Liaising with Trading, Sales and Risk in order to replicate new or complex pay-offs Perform client pricings and trade execution on a daily basis Managing the life-cycle of Leonteq issued products Our Requirements Diploma in Banking & Finance Attention to detail is very important Basic knowledge of derivatives. Good knowledge is a plus Ability to work independently and under pressure Previous experience in Mid Office an advantage Good analytical and problem solving skills Excel/VBA knowledge would be an asset Good oral and written English skills",Internship,Internship,Finance and Sales,"Banking, Financial Services, and Investment Management",2021_10_09_16_33_Sales_dataFile,,,
Entrepreneurial Internship - Business Development,,"Singapore, Singapore",3 days ago,Be among the first 25 applicants,"Entrepreneurial Internship  Fredrik Marine is a Maritime Technology company. Headquartered in Singapore, we design/develop/deploy cutting edge technological products and solutions for the global fleet. We build, deploy and maintain maritime technology systems such as satellite communication systems, long range microwave broadband systems, covert marine tracking systems that does not run on GPS/Glonass/Galileo/Beidou.  Our company partners with global maritime technology partners in integrating their technology and/or products into our solution offerings, serving a predominately European and Singapore clientele, and is now charting new frontiers for growth across the South-East Asia region. The company's website can be viewed here: http://fredrikmarine.com  The firm is headed by Nicholas Chan, a Singapore serial entrepreneur, business mentor and former early stage venture capitalist. His profile can be viewed here: http://linkd.in/nicholaschancj  What is the Entrepreneurial Internship  The Entrepreneurial Internship is currently into its 13th year, having first started with Azione Capital taking in its first apprentice in 2006.  Alumni of the Entrepreneurial Internship has went on to start (and sell) their own companies, others worked their way rapidly into leadership positions within other organisations and some stayed on to head up companies with Nicholas and his team.  Structured in the form of a classic 3 year apprenticeship with the focus on the transference of skills by the principal of ""do as I say, learn from how I do"", everything is practically taught by highly experienced businessmen and not by theoretical academics, corporate staff or government officials.  The Entrepreneurial Internship has a typical annual intake of 1 - 2 individuals. All shortlisted applicants will be put into a 3-phase interview spanning an average of 1 1/2 months. At the last phase of the interview, the individual will be asked on which track will he/she want to be primarily trained in, the duration of the training they are committing to (6 months, 1 year, 2 years) and the milestones they will be committing to achieve during the training period.  Since 2016, the Entrepreneurial Internship has opened up its multi-disciplinary training to allow outstanding long term 2-year apprentices to work across multiple companies that Nicholas and his business associates are involved in (business consulting, early stage investments, fashion apparel group, software development house, agriculture technology and supplies), spanning various SouthEast Asian countries (Singapore, Malaysia, Indonesia, Thailand, Myanmar, Vietnam).  Why would you want to work in Fredrik Marine You want to get your hands dirty and learn first-hand on the ground just how a small technology company really runs, and to be deeply involved in this process. You are the type of person whereby when you see a problem, you fix it immediately; you do not assemble a committee to discuss the problem for the next 2 years. You want to be recognised and measured by the results of your own two hands, and not be the paper qualifications you possess/not possess, and definitely NOT by the perfect 4.0 GPA you may/ may not have. In return, you will learn to measure a company not by how much money it raised, nor by the sheer amount of press coverage it gets, not by the ""cool hip"" factor of being associated with it, but by how much revenue it is making and will be making in the future, by the impact of how much value it creates for itself, its stakeholders and its clients. You have the insatiable need to get meaningful and productive things done rather than wasting your time on Facebook/Twitter/Instagram; you don't fancy being stuck behind a desk and abhor going for meaningless time-wasting mind-and-ego-inflating shallow events. You actively seize problems and seek problems to fix, and ""getting things done"" is as natural as breathing to you. To you, anywhere is an office as long as you can get your tasks done, and anytime is the measure of your capabilities and abilities to perform. You believe in results, focusing on ""the mission first"" as opposed to imagined outrage. Whatever your life situation and circumstances, you are constantly driven with the burning desire for success, pushing over and beyond your boundaries and limitations to achieve your mission objectives. Learning as you go is an ability that is second nature to you. Responsibilities and Duties  As an entrepreneurial intern at Fredrik Marine, you will be given multiple challenges to meet, genuine opportunities to learn and the ability to decide what you want to earn. As at August 2019, there are numerous ongoing product representation negotiations and contract signings, ongoing sector-segmented marketing campaigns, active expansion activities into 2 Asian countries and the USA, a massive overhaul operation on all corporate materials, a broader engagement strategy on maritime community engagement; there is never a dull moment.  Who will you work with and learn from  You Will Be Working Alongside The Managing Director, Operations Manager And R&D Engineer For a Minimum Of 6 Months Up To a Maximum Of 2 Years (we Are Fine With You Doing This Internship During Your School Term) On Any Combination Of The Belowmentioned Areas; Do Note That This List Is NOT Exhaustive  Business Development Structure existing and new products/services into sector-based solutions Create/rewrite/refactor product/services corporate collateral Work together with the direct mail staff on monthly campaigns Streamline and clean up the direct mail campaign regional databases Establish and nurture new channels in Singapore, Malaysia, Indonesia and Philippines for certain key product lines Work with existing clients to better understanding their needs (current and future), and structuring engagement plans for next 12 months for each individual client Re-work existing sales deck, re-factor into segment-based decks Meet with new clients and present together with either Managing Director or business development staff Design, deploy and maintain business development campaigns, including lead generation and relationship building Project Management Design, development and beta deployment of a cloud-based maritime services Launch of various brand distribution/technical representation into SouthEast Asia Expansion of yachting sector business scope and coverage Requirements  Having the Right Mindset  Ask not what your internship can do for you, but what you can do for yourself, your mentor and your own future. You are a person that measure your internship not by the hours you clock-in but by the number of opportunities you can seize and act upon. In your work, you ensure that your yes is yes, and your no is no. Your focus is on the needs of the customer, not on yourself or your personal comfort. You believe that if anything is to be done, it must be done to the very best of your abilities; you do not give excuses and find someone/something else to blame. You expect, and even demand that your internship to be one where you will stretch your limits and discover your potential to the fullest, outside your years spent in theory-based educational environments. You always seek to do what is meaningfully hard, not what is convenient and a easy addition to your ""feather in your cap"" collection. No Age and Gender Discrimination  Whether you are a fresh GCE O level graduate (Nicholas started his first company right after his GCE O levels when he was 16) or a corporate person looking into an entrepreneurial career and wanting to get your feet wet in a rapidly changing entrepreneurial environment, feel free to apply!  Less Emphasis On Educational Qualifications  We DO NOT scrutinize your educational qualifications. While we recognise that being able to communicate and write in basic English is important, these are the X-factors that we will really look out for: Ability to get things done, and done with excellence Self driven and work autonomously; this is an Entrepreneurial internship after all, not a job Have a great attitude; knowing how and when to say Please, Thank You and I am sorry is critical Always going the extra mile; we aim to please Continuous learning; we recognize that we learn by doing, and that making mistakes are fine as long as we correct ourselves. Listen actively and pro-active in finding solutions to problems rather than always waiting for instructions Have a good moral compass; we do business right. So GCE 'O' level, GCE 'A' level students, ITE graduates, Polytechnic and University graduates, are all welcome!  How to Apply for the Entrepreneurial Internship  If You Like What You Are Reading So Far, Send In Your Application And Tell Us The Following (a Paragraph For Each Question Is Good Enough, We Just Want To Know What Makes You Tick) Why you are the person we must have on our team, and what you bring to the table. Tell us about what you want to achieve in your life and how this internship would play a critical role in your life journey. Tell us what you want to take up (in the section ""Responsibilities and Duties""), how you intend to work on these areas, and how long you are committing to the programme, should you be given the opportunity to do so. OPTIONAL: If you have any of the additional skills below, please do flag them out in your application: Language fluency in Bahasa Melayu, Bahasa Indonesia, Thai, Tagalog, Myanmar Prior experience and existing connections from working in the maritime and/or oil & gas and/or yachting sectors Designing of print and/or web materials Knowledge and experience in integrating administrative structures Corporate sales experience Technical skills in computer/mobile hardware and software (including troubleshooting) Note: There is NO internship allowance. As an Entrepreneurial Intern of our company, once you are past your Basic Business Training phase, you are free to negotiate on the area(s) of business/profit centres YOU will take responsibility to lead and run, and on the profit spilt you would receive from the work and deals that you successfully made and closed.  Should your experience with us be fruitful and meaningful, we are willing to explore the possibilities of retaining you in the company for full-time positions or encourage and assist you to proceed with your own start-up.",Internship,Internship,Business Development and Sales,"Marketing and Advertising, Information Technology and Services, and Internet",2021_10_09_16_33_Sales_dataFile,,,
Assistant Sales Manager (Postgraduate Student Recruitment),Talent Trader Group Pte Ltd,"Singapore, Singapore",2 weeks ago,Be among the first 25 applicants,"Responsibilities Provide advice and guidance to students on post graduates courses by the company Achieve targeted sales conversion rate Implement sales and recruitment strategies To attend sales meeting to review sales enrolments To attend relavent product sales trainings to improve on product knowledge Attend education events, roadshows and university graduation whenever required Assist in developing marketing collaterals and activities together with sales and marketing managers Gather feedback from students and suggest improvement actions Ad hoc duties as assigned Requirements Diploma or Degree in any discipline Minimum 1 - 3 years of corporate sales experience Prior sales experience in Higher Education industry Interested candidates who wish to apply for the advertised position, please send in your resumes to https://www.careers-page.com/talent-trader-group/job/VRWVR6 to apply  EA License No.: 13C6305  Registration No.: R1654399  For candidate who applied for the advertised position is deemed to have consented to us that we may collect, use or disclose your personal information for purpose in connection with the services provided by us.",Internship,Internship,Sales and Business Development,"Construction, Information Technology and Services, and Mechanical or Industrial Engineering",2021_10_09_16_33_Sales_dataFile,,,
Assistant Manager / Management Trainee,,"Singapore, Singapore",2 weeks ago,Be among the first 25 applicants,"Asst Store Manager / Management Trainee  Job Responsibilities Assist the Outlet in daily outlet operations which includes effective scheduling, employee communications, regular coaching and ensuring workplace happiness. Ensure the highest safety and hygiene standards compliance with regulations Create a positive and rewarding customer experience Lead and motivate team members to achieve sales targets and customers satisfaction Assist in outlet recruitment, employees time management, training needs Promote and sell our range of food and beverage items and products to walk-in customers Execute outlet marketing programs Plan, manage, review and analyze the outlet sales and profitability and work with Outlet Directors and/or Store Manager on implementing new sales strategy Job Requirements  Possess a Nitec in business / F&B relevant and or/ minimum 1 to 2 years of experience in F&B/Retail operations or  At least 2 years of supervisory experience or prior working experience are welcome  Proficient in MS Office and POS Cashiering System  Information  Working Location: Central  Working hours: 8 hours/day, 5.5 days/week  Singporean or PR only  $2100 - $2400  6 months contract",Internship,Full-time,Other,"Food & Beverages, Retail, and Hospitality",2021_10_09_16_33_Sales_dataFile,,,
eCommerce Data Analytics Intern,Reckitt,"Singapore, Singapore",2 weeks ago,Be among the first 25 applicants,"Internship Period: 1 January 2022 to 30 June 2022  This opportunity is for students who are available for a full-time internship, from January - June 2022 only.  Roles & Responsibilities:  Champion data consolidation, visualization & analysis by Platform, Business Units, Brands & Listings. Utilize sales & stock data as a bridge to close the gaps and identify opportunities in the eCommerce landscape. Ownership of the eCommerce KPI Reporting (GMV, Page Views, CvR, Order Value) to deliver accurate reporting across all eCommerce platforms Analyse and report on insightful trends in segment / SKU level data to grow brand market share and sales for key eCommerce areas (Perf Mktg, UX, BDM) Become an expert with eCommerce seller centers and dashboards to understand eCommerce operations and data availability Manage the eCommerce product segmentation model to create a holistic view for sales trends across different eCommerce models (Bricks Clicks, Marketplace, Retail) Collaborate with ePlanner to generate accurate Forecasting and to maintain the Availability to Purchase metric, ensuring eCommerce platforms have availability to drive sales & supporting the team's goal of delivering the perfect stores  Requirements:  Pursuing a degree in Computer Science, eCommerce or Business Administration Data sensitive and strong analytical skills Strong communication skills in both written and spoken English and an energetic team player Proactive self-starter Excellent project management skills  Equality  In Return Reckitt offer very competitive salaries with excellent benefits and the chance to progress your career within a truly global organisation. Reckitt is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, colour, religion, sex, national origin, disability status, protected veteran status, or any other basis protected by appropriate law. All hiring decisions are made based on merit, competence and business need.",Internship,Full-time,"General Business, Information Technology, and Marketing",Consumer Goods,2021_10_09_16_33_Sales_dataFile,,,
"Head Of Sales, Co-Founder",,"San Francisco, CA",2 weeks ago,Be among the first 25 applicants,"A FinTech startup company in stealth mode, located in San Francisco.  We are seeking a full-time Head of Sales to join the founding team. The person should have a strong network which they can leverage to negotiate the deals and build out a team of efficient sales reps.  You'll be critical to our success and well rewarded with both equity and commission. We are a very small startup - it's going to take a lot of hustle and grit on your part to take us where we need to go. This is a unique opportunity to come in on the ground floor and help define the sales function at a very promising start up.  Location We are currently remote, and will be for the foreseeable future. This role will require some domestic travel.  Sponsorship We are not able to offer sponsorship, C2C, or H1B employment at this time.   Pay Range This position pays in equity until we secure funding.",,Full-time,,,2021_10_09_17_03_Sales_dataFile,,,
Director Of Sales And Business Development,COAL FILLERS INC,"Bluefield, VA",3 weeks ago,Be among the first 25 applicants,,,Full-time,,,2021_10_09_17_03_Sales_dataFile,,,
